110100.0000	1001.0000	  32.0000	  31.0000	   3.0000	   0.8000	  24.0000	  27.0000
110100.0000	1002.0000	  10.0000	  20.0000	   1.0000	   0.5000	   5.0000	  53.0000
110100.0000	1003.0000	  33.0000	  17.0000	   1.0000	   0.9000	  34.0000	  60.0000
110100.0000	1004.0000	  38.0000	  34.0000	   3.0000	   0.9000	  31.0000	  14.0000
110100.0000	1005.0000	  33.0000	  21.0000	   2.0000	   0.7000	  28.0000	  31.0000
110100.0000	1006.0000	  30.0000	  43.0000	   3.0000	   0.9000	  30.0000	  45.0000
110100.0000	1007.0000	  25.0000	  41.0000	   4.0000	   0.8000	  51.0000	  32.0000
110100.0000	1008.0000	   8.0000	   7.0000	   2.0000	   0.6000	  11.0000	  60.0000
110100.0000	1009.0000	  12.0000	  16.0000	   3.0000	   0.6000	  26.0000	  51.0000
110100.0000	1010.0000	  11.0000	  20.0000	   3.0000	   0.6000	  11.0000	  86.0000
110100.0000	1011.0000	  21.0000	  16.0000	   3.0000	   0.8000	  26.0000	  51.0000
110100.0000	1012.0000	  22.0000	  37.0000	   3.0000	   0.7000	  34.0000	  37.0000
120100.0000	1013.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
120100.0000	1014.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
120100.0000	1015.0000	  24.0000	  33.0000	   2.0000	   1.4000	  42.0000	  38.0000
120100.0000	1016.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
120100.0000	1017.0000	  15.0000	  23.0000	   2.0000	   1.2000	  38.0000	  46.0000
120100.0000	1018.0000	   6.0000	  33.0000	   2.0000	   0.8000	  33.0000	  61.0000
120100.0000	1019.0000	  28.0000	  50.0000	   4.0000	   1.2000	  41.0000	  32.0000
120100.0000	1020.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
120100.0000	1021.0000	-999.0000	  24.0000	   1.0000	   0.9000	  43.0000	  48.0000
120100.0000	1022.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
120100.0000	1023.0000	   9.0000	  13.0000	   3.0000	   0.5000	  40.0000	  46.0000
120100.0000	1024.0000	   1.0000	   8.0000	   1.0000	   0.5000	   9.0000	  71.0000
120100.0000	1025.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
120100.0000	1026.0000	  11.0000	   8.0000	   1.0000	   0.7000	  53.0000	  33.0000
120100.0000	1027.0000	  16.0000	  15.0000	   2.0000	   0.6000	  36.0000	  47.0000
130100.0000	1028.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
130100.0000	1029.0000	  23.0000	  48.0000	   7.0000	   0.4000	  24.0000	  65.0000
130100.0000	1030.0000	  37.0000	  55.0000	   8.0000	   0.3000	  42.0000	  47.0000
130100.0000	1031.0000	  58.0000	  88.0000	   4.0000	   0.5000	  29.0000	  57.0000
130100.0000	1032.0000	  32.0000	  52.0000	   3.0000	   0.4000	  24.0000	  61.0000
130100.0000	1033.0000	  29.0000	  52.0000	  12.0000	   0.3000	  14.0000	  85.0000
130100.0000	1034.0000	  30.0000	  49.0000	  15.0000	   0.2000	  16.0000	  94.0000
130100.0000	1035.0000	  18.0000	  42.0000	   4.0000	   0.6000	  19.0000	  76.0000
130200.0000	1036.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
130200.0000	1037.0000	  12.0000	  20.0000	   7.0000	   0.4000	  32.0000	  58.0000
130200.0000	1038.0000	  14.0000	  37.0000	   4.0000	   0.3000	  59.0000	  38.0000
130200.0000	1039.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
130200.0000	1040.0000	  15.0000	  29.0000	   4.0000	   0.6000	  48.0000	  52.0000
130200.0000	1041.0000	  17.0000	  36.0000	   9.0000	   0.6000	  62.0000	  36.0000
130300.0000	1042.0000	  26.0000	  31.0000	   4.0000	   0.6000	  13.0000	 105.0000
130300.0000	1043.0000	  23.0000	  40.0000	   6.0000	   0.3000	   8.0000	 101.0000
130300.0000	1044.0000	  45.0000	  49.0000	   5.0000	   0.6000	  13.0000	 112.0000
130300.0000	1045.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000	-999.0000
130300.0000	1046.0000	  38.0000	  58.0000	   5.0000	   0.5000	   7.0000	  99.0000
130400.0000	1047.0000	  20.0000	  25.0000	   7.0000	   0.7000	   9.0000	  77.0000
130400.0000	1048.0000	  21.0000	  37.0000	   4.0000	   0.4000	  12.0000	  62.0000
130400.0000	1049.0000	  25.0000	  58.0000	   5.0000	   0.2000	  14.0000	  69.0000
130400.0000	1050.0000	  14.0000	  45.0000	   4.0000	   0.4000	   9.0000	  75.0000
130600.0000	1051.0000	  20.0000	  32.0000	   6.0000	   0.5000	  13.0000	  60.0000
130600.0000	1052.0000	  16.0000	  29.0000	   8.0000	   0.5000	  15.0000	  53.0000
